id,limit_balance,sex,education,marriage,n_children,age,profession,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
5122,30000.0,1,university,2.0,2,25,0.0,0,0,0,0,-1,-1.0,29745.0,16309.0,5235.0,3122.0,11446.0,1914.0,2500.0,1517.0,2000.0,11446.0,1914.0,6699.0,1
5285,300000.0,2,other,2.0,0,29,0.0,0,-1,-1,-1,0,-1.0,26857.0,9505.0,8933.0,14357.0,24549.0,3031.0,9511.0,8933.0,14357.0,15000.0,3031.0,20993.0,0
16077,430000.0,2,other,1.0,2,35,1.0,-1,-1,-1,-1,-1,0.0,3642.0,492.0,0.0,925.0,12151.0,39673.0,492.0,0.0,925.0,12151.0,29000.0,30000.0,0
27224,20000.0,2,university,1.0,2,40,2.0,2,2,4,3,2,0.0,17761.0,21152.0,20508.0,19933.0,19517.0,20235.0,4000.0,0.0,0.0,0.0,1000.0,3000.0,0
5067,20000.0,2,university,1.0,2,38,0.0,0,0,0,0,0,0.0,11904.0,13193.0,12236.0,13041.0,13641.0,14251.0,1500.0,1400.0,1500.0,1000.0,1000.0,0.0,0
14042,260000.0,1,university,2.0,2,32,2.0,-1,-1,-1,-1,-1,-1.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1
25608,20000.0,1,university,1.0,0,45,1.0,1,2,0,0,0,-2.0,20011.0,10753.0,10853.0,10670.0,-120.0,-120.0,0.0,10600.0,800.0,0.0,0.0,0.0,1
7081,130000.0,2,high school,1.0,0,53,0.0,0,0,0,0,0,0.0,18614.0,20343.0,22386.0,24296.0,25436.0,27451.0,2343.0,2386.0,2296.0,1536.0,2451.0,2659.0,0
10320,20000.0,2,other,2.0,2,31,0.0,-1,-1,-1,-1,-1,-1.0,416.0,416.0,0.0,416.0,416.0,416.0,416.0,416.0,832.0,416.0,416.0,416.0,0
7343,240000.0,2,university,1.0,1,44,2.0,-2,-1,-1,2,2,3.0,16925.0,1411.0,1696.0,1437.0,2714.0,2202.0,1411.0,1200.0,0.0,1479.0,0.0,0.0,0
12700,210000.0,2,university,2.0,1,27,2.0,-1,-1,-1,-1,-1,-1.0,190.0,-310.0,1527.0,1901.0,0.0,2706.0,0.0,3054.0,2189.0,0.0,2706.0,0.0,0
7408,40000.0,2,university,1.0,2,43,1.0,-2,-2,-2,-2,-2,-2.0,1858.0,220.0,960.0,960.0,960.0,1383.0,220.0,960.0,960.0,960.0,1383.0,960.0,0
24459,500000.0,2,other,2.0,2,27,1.0,-1,-1,-1,-2,-2,-1.0,33299.0,60857.0,26324.0,26091.0,9558.0,4242.0,60957.0,27056.0,26096.0,9605.0,4242.0,930.0,0
18079,80000.0,1,other,2.0,0,30,0.0,0,0,2,2,2,2.0,76539.0,21644.0,17427.0,67659.0,63815.0,48670.0,3510.0,41.0,65007.0,53.0,3228.0,0.0,0
23999,80000.0,1,university,1.0,0,29,0.0,0,0,-1,-1,-1,0.0,80832.0,40283.0,317.0,401.0,34985.0,37004.0,2000.0,450.0,500.0,35000.0,3000.0,2000.0,0
2671,20000.0,1,university,2.0,2,24,0.0,2,0,0,2,2,2.0,4127.0,5557.0,7458.0,7192.0,7923.0,7647.0,1500.0,2000.0,0.0,1000.0,0.0,1000.0,1
5557,140000.0,2,university,2.0,2,37,2.0,0,0,-1,-1,-1,-1.0,143118.0,140955.0,1876.0,1876.0,1876.0,3372.0,6400.0,1876.0,1876.0,1876.0,3372.0,104005.0,0
27429,280000.0,1,university,2.0,2,39,2.0,0,0,0,0,0,0.0,273651.0,279296.0,282851.0,251648.0,255697.0,261691.0,11128.0,11234.0,11002.0,10000.0,10000.0,10000.0,0
1428,30000.0,2,university,2.0,2,33,1.0,0,0,0,0,0,0.0,29965.0,28048.0,29775.0,27736.0,26956.0,28142.0,2000.0,3000.0,3000.0,2000.0,2000.0,2000.0,0
14664,240000.0,1,university,2.0,1,46,0.0,-2,-2,-2,-2,-2,-2.0,2995.0,3808.0,5736.0,3328.0,3901.0,3413.0,4028.0,7266.0,3422.0,5020.0,3517.0,57.0,0
851,20000.0,1,university,2.0,2,34,1.0,1,2,2,0,0,3.0,16456.0,17382.0,16814.0,18229.0,20314.0,19704.0,1500.0,0.0,1700.0,2700.0,0.0,600.0,1
1473,20000.0,2,high school,1.0,1,45,0.0,-1,-1,-1,-1,-1,-1.0,1403.0,6920.0,10785.0,390.0,6210.0,1040.0,6990.0,10785.0,390.0,6210.0,1040.0,9113.0,0
29691,120000.0,2,other,2.0,1,26,0.0,-1,-1,-1,-1,-1,-1.0,6500.0,4899.0,6500.0,6825.0,5635.0,2833.0,4899.0,6500.0,6825.0,5635.0,5497.0,7921.0,0
27470,180000.0,2,other,2.0,1,28,0.5,-1,-1,-1,-1,0,-1.0,651.0,1883.0,651.0,2688.0,1000.0,2253.0,1883.0,651.0,2688.0,20.0,2253.0,9816.0,0
19760,130000.0,2,university,2.0,0,23,2.0,-1,0,-1,-1,-1,-1.0,13429.0,2984.0,9811.0,5136.0,19040.0,2940.0,1000.0,10363.0,5177.0,19040.0,2940.0,1332.0,0
15214,180000.0,2,university,2.0,2,28,0.0,1,2,2,0,0,0.0,172850.0,182810.0,169529.0,153501.0,136920.0,139506.0,14400.0,402.0,5166.0,5000.0,5030.0,5391.0,1
8451,280000.0,2,other,1.0,2,50,0.0,0,-1,-1,2,2,-2.0,5380.0,390.0,1843.0,1663.0,-147.0,-147.0,400.0,1843.0,0.0,0.0,0.0,1647.0,0
22381,330000.0,1,other,1.0,0,53,0.0,1,-2,-1,-1,-1,0.0,-317.0,-2066.0,-3283.0,3542.0,7643.0,9584.0,569.0,817.0,6976.0,7645.0,2188.0,7.0,0
8642,160000.0,2,university,1.0,0,35,1.0,-1,-1,-1,-1,-1,-1.0,776.0,1172.0,380.0,776.0,1172.0,380.0,1172.0,380.0,776.0,1172.0,380.0,776.0,1
7314,30000.0,2,university,2.0,2,22,0.0,3,2,2,2,-1,-1.0,200.0,200.0,200.0,200.0,29847.0,30089.0,0.0,0.0,0.0,29847.0,340.0,0.0,0
6209,260000.0,2,other,1.0,2,31,1.0,-1,-1,0,0,0,0.0,555.0,8078.0,27201.0,27879.0,28420.0,39206.0,8078.0,20000.0,2000.0,2000.0,12000.0,0.0,0
7939,230000.0,1,other,1.0,0,59,0.5,-1,0,0,0,0,0.0,208459.0,206331.0,203813.0,201331.0,198999.0,191671.0,7536.0,7277.0,7100.0,7120.0,6844.0,6945.0,1
10107,30000.0,2,other,1.0,2,41,1.0,0,0,0,0,0,0.0,26480.0,27529.0,28783.0,28312.0,28159.0,28870.0,1481.0,1735.0,994.0,2003.0,1180.0,1238.0,0
12373,360000.0,1,university,1.0,1,42,0.0,1,-2,-2,-2,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24326,50000.0,2,university,2.0,2,23,0.0,0,0,0,0,2,2.0,38333.0,40401.0,42897.0,44388.0,46528.0,44986.0,3000.0,3500.0,2500.0,3000.0,0.0,3500.0,0
16119,160000.0,1,other,2.0,0,27,1.0,-1,-1,-1,-1,-1,-2.0,1111.0,1111.0,0.0,6795.0,0.0,0.0,1111.0,0.0,6795.0,0.0,0.0,0.0,0
4278,400000.0,2,other,1.0,1,40,0.0,-1,-1,-1,-2,-2,-2.0,3716.0,4318.0,273.0,743.0,516.0,200.0,4318.0,273.0,743.0,516.0,200.0,422.0,0
16491,20000.0,1,other,2.0,2,24,1.0,1,2,2,2,0,0.0,6696.0,7437.0,8810.0,9470.0,18315.0,19237.0,1000.0,1495.0,1000.0,9000.0,1800.0,900.0,1
18405,500000.0,2,other,1.0,2,44,0.0,0,0,0,0,0,0.0,111937.0,104203.0,96617.0,97437.0,185322.0,179697.0,4000.0,4009.0,17446.0,100000.0,10000.0,20000.0,0
29627,130000.0,2,other,2.0,2,29,0.5,2,0,0,0,0,0.0,126509.0,109944.0,105049.0,68154.0,67397.0,61764.0,6000.0,6000.0,5000.0,2500.0,3000.0,3000.0,0
1288,50000.0,2,other,2.0,0,30,0.0,-1,-1,-1,-1,-1,-1.0,14855.0,7468.0,12372.0,14029.0,14298.0,16496.0,7468.0,12534.0,14031.0,14298.0,16496.0,600.0,0
16205,70000.0,1,other,2.0,2,26,0.0,0,0,0,0,0,0.0,6121.0,7064.0,8143.0,8507.0,8869.0,9220.0,1200.0,1200.0,500.0,500.0,500.0,500.0,1
17221,30000.0,2,university,1.0,2,45,0.0,1,2,2,2,2,2.0,13440.0,13923.0,17194.0,16625.0,17442.0,18016.0,1000.0,3500.0,0.0,1400.0,1000.0,1000.0,0
19270,140000.0,1,high school,1.0,1,36,0.0,0,0,0,0,0,0.0,100594.0,78372.0,91502.0,90859.0,88616.0,88450.0,3000.0,30000.0,4000.0,4000.0,3400.0,3300.0,0
12098,120000.0,1,other,1.0,1,50,0.5,1,-2,-2,-1,0,-1.0,0.0,-2008.0,-4016.0,4016.0,2008.0,8299.0,0.0,0.0,10040.0,0.0,8299.0,0.0,1
10243,260000.0,2,university,1.0,2,32,1.0,0,0,0,0,0,0.0,243742.0,237204.0,238314.0,219634.0,186841.0,189010.0,8017.0,8117.0,14044.0,5410.0,5855.0,5254.0,0
7951,80000.0,2,other,2.0,1,29,0.5,0,0,0,0,0,0.0,64440.0,64685.0,64956.0,65183.0,65455.0,65683.0,3000.0,3000.0,3000.0,3000.0,2500.0,12500.0,0
13158,140000.0,2,university,2.0,1,38,2.0,0,0,0,0,0,0.0,139001.0,141453.0,132415.0,130305.0,79775.0,74462.0,4826.0,8000.0,3100.0,3000.0,5417.0,0.0,0
7917,210000.0,2,university,2.0,0,44,1.0,0,0,0,0,0,0.0,84298.0,85379.0,87469.0,90380.0,91355.0,92565.0,3379.0,3469.0,4380.0,3355.0,3565.0,3607.0,0
10168,20000.0,1,other,2.0,2,23,1.0,0,0,0,0,0,0.0,10242.0,18778.0,19065.0,18025.0,17414.0,17068.0,10000.0,1300.0,1300.0,609.0,700.0,1809.0,0
16287,180000.0,1,other,2.0,1,33,0.0,0,0,0,-1,-1,-2.0,37711.0,40102.0,78400.0,3000.0,0.0,0.0,3000.0,40129.0,3000.0,0.0,0.0,0.0,0
16102,70000.0,1,university,2.0,2,26,0.0,1,2,2,2,0,0.0,71160.0,67381.0,72192.0,70444.0,71900.0,0.0,0.0,6516.0,0.0,3300.0,0.0,500.0,0
19402,170000.0,2,other,1.0,1,36,0.0,-2,-2,-2,-2,-2,-2.0,7346.0,26797.0,3824.0,22709.0,0.0,0.0,27183.0,3824.0,22865.0,0.0,0.0,3809.0,0
26233,50000.0,1,high school,1.0,2,24,0.0,0,0,0,0,0,0.0,48497.0,49564.0,19207.0,18963.0,19741.0,19901.0,2089.0,1580.0,1000.0,1000.0,1500.0,1500.0,1
17701,100000.0,2,university,2.0,2,24,2.0,0,0,0,0,0,0.0,65744.0,67050.0,68456.0,69849.0,71240.0,72736.0,2398.0,2485.0,2532.0,2549.0,2643.0,3000.0,0
167,100000.0,1,other,3.0,1,44,2.5,2,2,0,0,0,0.0,40199.0,39218.0,35464.0,30456.0,29420.0,27102.0,0.0,2005.0,1700.0,976.0,2000.0,3000.0,0
144,360000.0,2,high school,2.0,2,41,3.0,-2,-2,-2,-2,-2,-2.0,3578.0,3658.0,3578.0,3578.0,3578.0,4268.0,3658.0,3578.0,3578.0,3578.0,4268.0,3578.0,0
26861,10000.0,1,high school,2.0,0,24,0.0,0,0,0,0,0,0.0,4050.0,5426.0,6743.0,8544.0,9858.0,1303.0,2000.0,2000.0,2000.0,2000.0,1000.0,0.0,0
29834,20000.0,1,high school,2.0,0,24,3.0,1,2,0,0,0,0.0,20464.0,19322.0,19004.0,19558.0,19176.0,19441.0,4.0,1640.0,1589.0,1000.0,1001.0,1004.0,0
12480,210000.0,1,university,2.0,0,48,1.0,-1,-1,-1,-1,-1,0.0,2776.0,2776.0,2776.0,526.0,4880.0,1315.0,2776.0,2776.0,526.0,4880.0,0.0,1315.0,0
10669,150000.0,1,high school,2.0,1,41,0.0,0,0,0,0,0,0.0,64425.0,57073.0,32516.0,21018.0,21320.0,143489.0,1745.0,1269.0,0.0,1545.0,135000.0,5000.0,0
3991,30000.0,1,university,1.0,1,22,2.0,1,2,5,4,3,2.0,25147.0,28747.0,28029.0,27120.0,26154.0,25940.0,4311.0,0.0,0.0,0.0,0.0,0.0,1
13125,360000.0,2,university,2.0,2,43,2.0,-2,-2,-2,-2,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84216.0,0
21325,100000.0,2,high school,1.0,1,28,1.5,2,2,0,0,2,2.0,30884.0,29770.0,30485.0,32434.0,32592.0,33102.0,0.0,1825.0,3100.0,1300.0,1500.0,1771.0,0
28015,80000.0,2,university,1.0,0,25,2.0,0,0,0,0,0,0.0,73267.0,74425.0,76347.0,51150.0,43193.0,44230.0,2971.0,3435.0,1750.0,1593.0,1730.0,1972.0,1
639,50000.0,1,university,1.0,0,35,1.0,0,0,0,0,-1,0.0,49008.0,49198.0,34239.0,14448.0,28799.0,29199.0,2171.0,2021.0,930.0,31074.0,1503.0,1030.0,0
2473,210000.0,2,other,2.0,1,30,1.0,2,-1,-1,-1,-1,-1.0,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0
7891,200000.0,2,other,2.0,0,31,1.0,0,0,0,0,0,0.0,191953.0,189147.0,191673.0,192051.0,193348.0,193337.0,6887.0,7019.0,7000.0,7200.0,7200.0,7000.0,0
9146,80000.0,1,university,2.0,1,43,2.0,0,0,0,0,0,0.0,78144.0,78940.0,80238.0,50642.0,50533.0,50758.0,3318.0,3463.0,1600.0,1770.0,50000.0,1753.0,0
10820,20000.0,1,university,2.0,0,30,2.0,0,0,-1,0,0,0.0,7534.0,4704.0,15226.0,16528.0,16128.0,19800.0,2000.0,15300.0,2000.0,0.0,4200.0,0.0,0
16764,200000.0,1,university,3.0,0,41,0.0,0,0,0,2,2,2.0,106576.0,107178.0,119691.0,116278.0,128087.0,125931.0,3864.0,14269.0,0.0,13808.0,0.0,4600.0,0
25594,70000.0,2,university,2.0,2,31,2.0,0,0,0,0,0,0.0,64888.0,64454.0,103298.0,50978.0,51374.0,52453.0,2127.0,2151.0,2500.0,1836.0,1904.0,1915.0,0
4950,30000.0,2,university,2.0,0,23,0.0,0,0,0,0,0,2.0,28138.0,22517.0,24148.0,25437.0,28391.0,27801.0,2000.0,2000.0,2000.0,3700.0,0.0,1500.0,0
9258,30000.0,2,other,2.0,1,29,1.0,1,-1,-1,-1,-1,-1.0,0.0,686.0,405.0,3190.0,2844.0,0.0,686.0,409.0,3190.0,2844.0,0.0,0.0,0
20600,30000.0,2,university,1.0,0,48,1.0,2,2,3,2,2,2.0,10509.0,12727.0,12240.0,11747.0,12651.0,12305.0,2700.0,0.0,0.0,1100.0,0.0,1100.0,1
6065,30000.0,2,high school,2.0,2,25,3.0,0,0,0,0,0,0.0,20983.0,22636.0,24417.0,27020.0,28107.0,28727.0,2000.0,2500.0,3000.0,1500.0,1056.0,544.0,0
5130,360000.0,2,other,1.0,0,54,0.5,1,-2,-2,-1,0,-1.0,0.0,0.0,0.0,2580.0,2580.0,6941.0,0.0,0.0,2580.0,0.0,6941.0,0.0,0
15449,500000.0,1,other,2.0,2,30,0.5,0,0,0,0,0,0.0,416171.0,437749.0,460317.0,472621.0,484993.0,496915.0,30000.0,30000.0,20000.0,20000.0,20000.0,70152.0,0
8529,360000.0,2,university,2.0,2,34,2.0,0,0,0,0,0,0.0,205363.0,207315.0,211278.0,215020.0,218771.0,222172.0,8000.0,8000.0,8000.0,7766.0,7803.0,7971.0,0
10958,250000.0,2,university,2.0,1,32,1.0,0,0,0,0,0,0.0,72618.0,72972.0,43497.0,13877.0,14395.0,14063.0,3800.0,3000.0,4500.0,3000.0,5000.0,6000.0,0
15182,380000.0,1,university,1.0,1,31,2.0,-1,-1,-1,-1,-1,-1.0,6749.0,7917.0,9645.0,11865.0,13133.0,4702.0,7959.0,9683.0,11916.0,13191.0,4717.0,9354.0,0
7659,30000.0,1,university,1.0,0,49,1.0,-1,-1,2,-1,-1,-2.0,390.0,1358.0,578.0,340.0,-50.0,-440.0,1936.0,0.0,340.0,0.0,0.0,0.0,1
20160,50000.0,2,university,1.0,1,32,0.0,0,0,0,0,0,0.0,44751.0,43952.0,29136.0,19048.0,17946.0,17340.0,1500.0,1239.0,612.0,607.0,2593.0,584.0,0
17980,120000.0,2,other,1.0,0,34,0.0,1,-2,-1,-1,-1,0.0,0.0,0.0,1471.0,3094.0,12623.0,10446.0,0.0,1471.0,3103.0,12623.0,0.0,1446.0,1
23550,500000.0,2,other,2.0,0,31,0.0,0,0,0,0,0,0.0,47177.0,55947.0,57052.0,62051.0,70198.0,72924.0,10000.0,3000.0,6000.0,10000.0,10000.0,4313.0,0
27467,80000.0,2,high school,1.0,2,23,3.0,2,2,2,2,2,2.0,22852.0,25371.0,26111.0,25393.0,29053.0,28450.0,3200.0,1440.0,0.0,4100.0,0.0,1037.0,1
3827,130000.0,2,high school,1.0,1,43,1.5,2,3,2,2,2,2.0,19690.0,19085.0,18491.0,20579.0,19950.0,21625.0,0.0,0.0,2400.0,0.0,2000.0,0.0,1
17726,20000.0,1,high school,1.0,2,42,3.0,2,2,2,-2,-2,-2.0,13053.0,4078.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1
27381,150000.0,2,other,2.0,2,33,0.0,-1,-1,-1,-1,-1,-1.0,2858.0,9934.0,19312.0,46321.0,146947.0,237926.0,9934.0,19312.0,30000.0,105180.0,103752.0,5742.0,0
4803,60000.0,2,university,1.0,0,24,2.0,0,0,0,0,0,0.0,62786.0,61764.0,62254.0,59586.0,33190.0,32243.0,2212.0,3100.0,2000.0,1111.0,1122.0,1208.0,1
9543,200000.0,2,other,2.0,0,34,1.0,-1,-1,-1,-1,0,0.0,8177.0,1989.0,382.0,10383.0,7030.0,0.0,2453.0,382.0,10383.0,0.0,3036.0,0.0,0
14606,360000.0,1,other,1.0,2,32,0.5,-2,-2,-2,-2,-2,-2.0,10729.0,2523.0,-2.0,-2.0,-2.0,-2.0,2535.0,0.0,0.0,0.0,0.0,0.0,0
23850,20000.0,1,high school,2.0,0,28,1.5,-1,2,2,2,0,0.0,3515.0,4301.0,5075.0,4845.0,6753.0,9615.0,1000.0,1000.0,0.0,2000.0,3000.0,2000.0,1
15726,360000.0,2,other,1.0,1,52,1.0,-1,-1,-1,-1,-1,-1.0,7542.0,6302.0,4719.0,1577.0,1577.0,21220.0,6302.0,4719.0,1577.0,1577.0,21220.0,10744.0,0
9956,180000.0,2,university,1.0,2,39,0.0,0,0,0,0,0,0.0,65710.0,58159.0,60188.0,61090.0,62450.0,63911.0,2500.0,3000.0,2500.0,2500.0,2500.0,3000.0,0
13156,160000.0,2,university,2.0,2,28,0.0,0,0,0,0,0,0.0,84668.0,88294.0,91784.0,108310.0,103166.0,104677.0,5000.0,5000.0,20000.0,5000.0,5400.0,6100.0,0
10658,290000.0,2,other,1.0,0,37,0.0,-1,-1,-1,-1,-1,-1.0,20565.0,8741.0,24250.0,97542.0,16950.0,0.0,8741.0,24257.0,97542.0,16950.0,0.0,21830.0,0
18138,70000.0,2,university,1.0,1,31,1.0,0,-1,0,0,-1,0.0,9319.0,3652.0,5284.0,5950.0,5296.0,5713.0,3652.0,2284.0,3000.0,5296.0,2000.0,2625.0,0
10825,50000.0,1,university,2.0,0,30,2.0,0,0,2,0,0,-2.0,2496.0,4533.0,4279.0,4592.0,0.0,0.0,2254.0,0.0,313.0,0.0,0.0,0.0,0
24391,130000.0,2,high school,2.0,0,49,3.0,0,0,0,0,0,0.0,89003.0,91362.0,72197.0,49654.0,28065.0,27500.0,4100.0,3095.0,1630.0,561.0,600.0,0.0,1
13973,100000.0,2,university,1.0,0,40,0.0,0,0,0,0,0,0.0,90828.0,83479.0,73749.0,68512.0,72518.0,65890.0,3523.0,3025.0,2344.0,5000.0,3000.0,2000.0,0
10419,80000.0,2,university,1.0,2,49,0.0,0,0,0,0,0,0.0,83888.0,83503.0,82265.0,81974.0,81253.0,78343.0,3900.0,3000.0,3500.0,3200.0,3800.0,3300.0,0
14470,70000.0,1,university,2.0,2,44,0.0,2,2,2,2,2,2.0,43314.0,44325.0,45375.0,44350.0,46996.0,47951.0,2025.0,2051.0,0.0,3697.0,1853.0,1910.0,1
4840,110000.0,2,university,1.0,2,62,0.0,0,0,0,0,0,0.0,33536.0,30155.0,26054.0,22918.0,23216.0,14371.0,3000.0,2000.0,3000.0,6000.0,2340.0,111.0,0
28551,230000.0,2,high school,1.0,2,43,0.0,1,-1,2,-1,0,-1.0,0.0,3832.0,1823.0,3646.0,1823.0,1823.0,5655.0,0.0,3646.0,0.0,1823.0,1823.0,0
4556,30000.0,1,university,2.0,2,25,1.0,-2,-2,-2,-2,-2,-2.0,836.0,836.0,836.0,390.0,390.0,390.0,836.0,836.0,390.0,390.0,390.0,0.0,0
14369,180000.0,2,university,2.0,2,33,0.0,-1,-1,-1,0,-1,-1.0,6314.0,1795.0,1190.0,1079.0,659.0,90.0,1795.0,1190.0,0.0,659.0,90.0,8856.0,0
10040,250000.0,2,other,1.0,2,50,0.5,-2,-2,-1,-1,-1,-2.0,18381.0,2749.0,5285.0,9138.0,1187.0,1235.0,2749.0,5674.0,9527.0,1187.0,1235.0,2678.0,0
20549,350000.0,2,other,2.0,0,53,0.0,-1,-1,-1,-1,-1,-1.0,5095.0,4815.0,61044.0,22611.0,1385.0,6043.0,4840.0,61349.0,22687.0,1389.0,6058.0,1153.0,0
9416,20000.0,1,university,2.0,0,23,0.0,0,0,0,0,0,0.0,17728.0,18835.0,38099.0,18471.0,16408.0,17135.0,1700.0,1262.0,1244.0,595.0,1000.0,1000.0,0
18939,20000.0,2,university,1.0,2,29,2.0,-1,-1,-1,-1,0,0.0,1473.0,390.0,390.0,870.0,480.0,780.0,390.0,390.0,870.0,0.0,300.0,1500.0,0
13175,110000.0,2,university,1.0,2,33,1.0,0,0,0,0,0,0.0,15605.0,20649.0,22397.0,23305.0,25341.0,30584.0,5649.0,2397.0,1305.0,2341.0,5584.0,1388.0,0
24748,20000.0,1,other,1.0,2,52,1.0,0,-1,-1,-1,0,-1.0,19965.0,390.0,390.0,780.0,780.0,10400.0,390.0,390.0,780.0,0.0,10400.0,0.0,0
10060,30000.0,2,high school,2.0,2,55,3.0,-2,-2,-2,-1,-1,-2.0,-330.0,340.0,-220.0,780.0,0.0,0.0,500.0,0.0,1000.0,0.0,0.0,0.0,0
20990,180000.0,2,university,2.0,0,35,2.0,-1,-1,-1,-1,-1,0.0,15288.0,4194.0,1300.0,0.0,4689.0,4689.0,4194.0,1300.0,0.0,4689.0,0.0,1582.0,0
9824,500000.0,2,other,2.0,2,34,0.0,-1,-1,-1,-1,0,-1.0,4677.0,6187.0,4775.0,31188.0,5827.0,3637.0,6187.0,4775.0,31188.0,0.0,4119.0,7390.0,0
2129,140000.0,1,other,1.0,0,41,0.5,0,0,0,0,0,0.0,19853.0,22525.0,25141.0,29701.0,34197.0,38615.0,3000.0,3000.0,5000.0,5000.0,5000.0,3000.0,0
29085,200000.0,2,university,1.0,0,41,2.0,0,0,0,0,0,-1.0,18012.0,18367.0,16996.0,11461.0,8150.0,5584.0,1385.0,1020.0,229.0,183.0,5584.0,888.0,0
27835,90000.0,1,university,2.0,2,28,2.0,0,0,0,0,0,0.0,91431.0,88920.0,88344.0,50209.0,48262.0,49316.0,4672.0,4042.0,1748.0,1892.0,2000.0,1861.0,0
10184,180000.0,2,other,1.0,2,41,0.0,1,-2,-2,-1,-1,-2.0,1520.0,-10.0,-10.0,3844.0,0.0,0.0,10.0,0.0,3854.0,0.0,0.0,0.0,0
9575,50000.0,1,university,2.0,2,27,2.0,0,0,0,0,0,-1.0,50580.0,48956.0,49252.0,28838.0,2102.0,19366.0,3000.0,4063.0,1700.0,600.0,20000.0,1000.0,0
18463,180000.0,2,other,2.0,2,28,0.5,0,0,0,2,0,0.0,99307.0,104403.0,110366.0,101550.0,98615.0,49730.0,6700.0,10605.0,0.0,4751.0,1754.0,0.0,1
1265,200000.0,2,university,1.0,1,35,2.0,0,0,0,0,0,0.0,71561.0,74084.0,74770.0,75826.0,77741.0,79597.0,4000.0,3010.0,2600.0,3000.0,3000.0,3000.0,0
24333,180000.0,2,other,2.0,0,38,0.0,-2,-2,-2,-2,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15332,180000.0,2,high school,1.0,1,51,0.0,1,-1,2,2,0,-1.0,0.0,31.0,31.0,31.0,1931.0,878.0,31.0,0.0,0.0,1900.0,878.0,0.0,1
2988,100000.0,2,other,2.0,1,25,0.5,1,-1,-1,-1,-1,-1.0,0.0,460.0,0.0,85.0,60.0,520.0,460.0,0.0,85.0,60.0,520.0,0.0,0
1677,20000.0,1,high school,2.0,2,23,0.0,0,0,0,0,0,0.0,10103.0,11139.0,12106.0,12349.0,11420.0,11641.0,1205.0,1172.0,415.0,404.0,400.0,400.0,0
26175,80000.0,2,university,1.0,0,50,2.0,0,0,0,-1,0,-1.0,56602.0,14233.0,15729.0,3000.0,1500.0,1500.0,5000.0,5000.0,3000.0,0.0,1500.0,4473.0,0
23767,260000.0,2,other,2.0,2,29,0.0,1,-1,0,-1,-1,-1.0,15502.0,16832.0,16832.0,16332.0,16332.0,-334.0,18000.0,16666.0,16666.0,16666.0,0.0,17000.0,1
23291,30000.0,2,high school,1.0,0,33,0.0,1,2,2,2,0,0.0,39995.0,38049.0,35435.0,31976.0,29704.0,27687.0,1700.0,1100.0,0.0,1030.0,1000.0,3330.0,0
27496,50000.0,1,university,2.0,0,25,2.0,0,0,2,2,-1,-1.0,47077.0,48872.0,16012.0,14228.0,19546.0,19473.0,2800.0,0.0,1644.0,63965.0,705.0,798.0,0
28862,230000.0,1,high school,1.0,1,58,1.5,-2,-2,-2,-2,-2,-2.0,-11.0,-11.0,2163.0,-40.0,-40.0,8083.0,0.0,2174.0,0.0,0.0,8123.0,4133.0,0
6763,450000.0,1,other,2.0,2,34,0.0,-1,-1,-1,-1,-1,-1.0,12712.0,1830.0,1183.0,1745.0,0.0,7519.0,1830.0,1188.0,1745.0,0.0,7519.0,0.0,0
23649,340000.0,1,other,1.0,0,49,0.0,-2,-2,-2,-2,-2,-2.0,1689.0,655.0,361.0,301.0,457.0,297.0,655.0,361.0,301.0,457.0,297.0,366.0,1
432,110000.0,2,university,2.0,0,23,0.0,-1,0,0,0,0,0.0,37857.0,39117.0,34330.0,12207.0,71932.0,73769.0,2000.0,3000.0,1500.0,71392.0,3000.0,3500.0,0
18390,380000.0,1,other,1.0,2,50,0.0,0,0,0,0,0,0.0,211463.0,201613.0,191343.0,184267.0,172328.0,230031.0,10000.0,10000.0,10000.0,20000.0,95000.0,50000.0,0
25838,120000.0,1,other,2.0,0,32,0.0,0,0,0,0,2,0.0,120792.0,87675.0,122177.0,120667.0,47880.0,49629.0,20137.0,50053.0,29377.0,0.0,30000.0,984.0,0
16694,50000.0,2,university,2.0,2,24,2.0,-1,-1,-1,-1,0,-1.0,1580.0,306.0,995.0,1055.0,102.0,2110.0,306.0,995.0,1055.0,0.0,2110.0,0.0,0
